id,month,day,hour,latitude,longitude,sea_surface_temp
2933769,6,29,21.38,46.5,-41.68,13.9
18779921,2,23,20,-0.18,-124.38,27.6
5826971,10,25,23,43.27,-77.63,
6653327,6,20,3,37.92,-40.77,
15868841,4,26,7,41.7,8.8,15.5
18371233,8,11,1.17,-33.89,101.36,16.2
14049002,1,1,13,41.52,-70.67,6.8
8568274,6,17,23.83,41.1,-66.6,18.2
3730299,8,23,16.17,1.87,157.76,29.7
5896690,10,28,15.3,-9.42,-18.8,24.8
10676696,7,21,23.33,-36.63,-137.78,14.8
14226879,1,7,15.27,32.7,169.72,19.8
10124237,6,4,2,38.7,-10.1,17
11102044,10,3,17,30.28,-87.56,
6935000,5,29,2.83,35.15,-147.27,19.6
12249624,6,8,10,50,-145.1,6.9
2943546,3,29,9,48.3,-122.8,
14769417,8,23,18,44.9,-80.6,20.6
9904544,2,28,8,46.6,-71.8,2.1
393979,12,12,13,50.3,-50.4,
3732322,11,23,4.5,-15.36,58.06,
15537208,5,16,7,43.26,-79.06,
13739557,4,22,15,39.64,-69.57,13
1502517,5,16,17.43,33.6,-118.3,17.5
5503464,4,16,6.95,61.13,1.06,8.2
7786113,9,24,23,-8.02,-95.26,22.4
14267135,2,8,17.73,-10.9,-161.89,28.5
18882776,12,26,19,42.8,4.3,
2940877,1,29,6,-10.3,81.8,
4666900,8,21,12.6,-20.92,2.34,18.3
12177118,8,5,21,58.4,-0.2,
1388496,9,12,22,-34.16,172.14,
4655647,6,20,12,53.8,-128.8,12.2
4422769,3,13,12,29.73,-93.87,
14346370,8,10,20,58.4,0.3,
6203133,12,6,15,60.2,-1.2,
15921999,11,28,22.27,36.3,-122.1,15.2
19963432,12,29,22.33,12.65,86.69,29.4
3400317,12,12,13.83,15.1,-67.5,28.6
2955322,10,29,18,-10.41,-17.36,24.4
575096,1,18,21,2.04,-110.04,
19783272,11,23,14,43.78,-68.86,
19338732,9,10,19.63,49.94,-34.71,16.1
15400465,10,12,14.83,40.4,-73.7,18.5
8378354,4,12,20.67,-47.44,100.15,7.1
7909522,7,28,19,59.9,-1.1,
7123362,8,4,11,37.51,-122.21,22.3
1198320,11,6,22,55,7.1,
18350146,3,10,12.88,32.9,-117.4,14.2
1682069,4,21,9.35,36.3,-122.1,10.9
2102532,11,4,13.05,28.7,-88.1,
15516091,3,15,22,4.86,137.28,29.2
12272904,11,8,5,34.01,-118.5,18.1
15072493,1,2,15.83,46.1,-131,
1174121,6,6,6.33,-47.36,-80.13,9.4
14936987,7,28,16,41.38,-82.51,
13378965,1,11,12,15,-77.1,26.2
8403762,3,12,23,38.4,-77,
12913219,5,28,21.35,30.7,-81.3,25.2
1049876,6,2,8,38.4,-77,
7679370,9,21,4.85,36.6,-121.9,13.9
11038304,5,1,9,34.77,128.9,15.2
2441081,9,14,22.78,39.27,-0.09,25.8
10302973,10,9,12,-31.49,64.58,18.1
474608,6,15,21.67,14.89,-61.11,27.1
17029599,7,1,8.98,37.7,-30.43,21.5
1111765,7,4,3.98,23.75,-73.31,28.1
17672086,7,20,4,38.43,-76.39,
11777249,6,24,8,11.49,-37.97,26.2
16356957,4,11,14.55,32.2,34,18.8
8230544,1,7,12,-20.4,-40.1,
12372417,2,11,2,10.52,94.02,
18550580,4,16,19,15.1,-67.5,27.2
11804232,12,24,15,18.48,-66.7,
13355009,6,11,16,3.2,100.7,
12633092,9,19,10,39.81,-75.41,24.5
15390977,10,12,21.23,27.8,-91.74,28.9
10055307,2,2,1,-47.65,84.19,7.6
1015413,1,1,22,38.87,-77.02,6.4
2338214,6,11,16.62,-10.24,173.08,29.1
14787941,4,24,6.2,32.7,-117.4,16.4
13952005,4,29,20,29.44,-92.06,
18391044,10,11,15,29.8,-76,28.8
1556586,2,17,17.83,42.6,-130.5,10.1
6850844,9,26,11.83,34.2,-119.8,18.5
7291761,10,9,4.83,25.6,-35.61,26.9
14000631,1,30,6,18.5,-65.5,27
7570100,10,18,16.55,27.94,-123.77,20
13315561,9,10,15.6,10.29,173.29,29
281461,8,9,16.17,-9.9,-35.17,26
3003013,12,31,5,61.2,0.9,
19425521,11,12,21,2,138.11,29.4
3220458,3,7,3,28.93,-89.41,
1177629,9,6,1,-30.19,-12.19,18.2
6828922,7,25,15.83,23.8,-68.3,
12380364,8,12,22.67,-28.63,-106.57,18.7
2120008,5,4,6.65,31.72,178.16,18.6
16318151,10,9,10,-25.28,-44.93,
9613346,3,19,5.83,-72.89,-149.3,
15030714,6,1,19.67,13.69,-52.47,27.5
2460393,2,14,1,30.05,-90.37,11
3202763,6,7,18.75,13.4,144.8,29.9
15775431,2,23,13,32.03,-80.9,
1123903,5,4,6,44.06,-86.51,
16960357,12,29,10,29.52,-94.51,
19805888,11,24,10,61,1.7,
18039511,3,1,0,46.83,-87.73,
17169588,5,5,21.68,-32.86,98.95,17.8
6623327,9,19,15,38.8,-77,22.8
7675804,11,21,11.73,14.84,-173.13,27.4
14637963,1,19,18.67,-49.27,-153.91,11.5
8184972,7,6,9.88,14.23,126.84,29.5
8645569,11,20,15,57.3,2,
13744138,2,23,9.5,23.2,126.87,22.3
1550206,3,17,8,4.86,137.28,29.2
2425929,7,13,19,-49.12,42.76,
5881190,6,27,13,30.21,-88.5,
3265422,8,8,1.67,44.6,-124.3,
17706483,12,21,22.97,-6.66,-104.82,24
12060604,10,2,23.67,-29.11,56.23,21.6
1353544,4,11,5.83,41.9,-124.4,10.5
11434757,9,13,22.5,60.6,-152.1,
6883371,7,27,18,61.53,-70.47,
9110378,11,4,22.5,-13.89,-119.59,25.7
8919249,6,28,21.83,56.3,-148,
17600272,3,18,1,60.6,3.7,3.7
19289720,12,8,3,8.04,-125.03,27.6
9490603,9,15,16.87,36.21,161.73,25.6
12887383,9,27,6.33,34.2,-77,25.6
7831422,1,25,12,31.1,130.3,17
18894268,12,27,5,-5.04,-124.87,25.2
9364228,8,11,15.22,-10.86,-25.22,25.4
3790612,8,24,6,38.8,-77,27.3
18142946,12,4,14.33,-43.34,-162.08,11.5
16023391,1,31,2.33,46.3,-144.57,7.3
17649942,9,19,19.33,47.3,-122.7,
9688507,5,21,19.38,37.85,-50.79,20.4
1255482,3,8,6,38,-130,12.6
10613764,3,19,6.85,-7.11,-103.08,26.9
8940035,11,29,10,49.19,-132.55,9.6
15521086,3,16,12.08,18.82,126.17,26.8
4880776,11,27,3.83,-38.35,72.57,15.3
3750356,7,23,6,47.6,-59.1,
18301462,7,9,22,-49.67,178.81,
6998719,5,31,20.83,60.2,-146.8,7.4
17265088,2,8,23.4,-62.89,-52.32,-0.3
2876672,2,27,23.92,47.6,-136.2,6
2583331,4,18,21.8,37.08,-58.77,18
17226939,2,7,15.82,40.8,-42.94,16.4
15392514,4,12,0,-20.5,113.7,28.7
925184,5,29,14.98,41.83,-57.25,20.5
12629059,12,19,20,18.09,-67.94,28.3
6842011,10,26,15.83,44.3,-82.4,11.2
3767247,8,24,6.07,-10.65,139.75,26.3
4355634,11,11,20.68,21.5,-157.8,25.3
15263297,3,8,11.18,30.25,-35.57,20.7
16945213,4,29,20.97,17.09,-85.3,27.8
2866718,11,27,15.82,18.46,123.69,28.5
1138708,12,5,3.12,-4.33,-113.46,24.5
3611574,8,19,6,53.7,1.1,
11445651,7,14,19.67,-10.22,-13.91,24.9
9626557,9,19,10,-41.35,159.94,13.5
2735744,7,23,3.63,22.44,144.31,29.5
18069869,3,2,22,49,-66.9,
19050055,5,1,20.67,29.2,-43.92,22.5
18618747,6,18,9,-13.57,160.91,28.3
15035056,5,1,12.4,37.91,-122.37,
7788495,7,24,19,-8.52,-131.71,27.2
3631233,8,20,0,30.42,-87.83,
5740292,10,23,5,5.76,154.6,30.4
1282699,5,9,4,47.8,-5.1,12.4
15175301,12,5,12.02,17.83,127.07,28.3
7815591,8,25,0,10.1,-86.6,29.8
14030899,2,1,11.75,11.18,147.44,28.3
10563202,1,17,20.33,-50.97,-97.05,8
13747420,4,23,1.83,-32.93,-143.41,19.2
10881565,7,27,20,0.03,-179.93,
14187570,1,6,14,-50.88,-93.37,7.9
5930453,11,29,17,-1.5,80.52,28.7
17693988,11,21,0.83,-19.9,-85.3,
14545448,12,16,22,50.4,-57.6,
803368,2,25,10.8,43.71,-141.67,8.7
12708649,6,22,10.23,11.71,147.02,29.8
2174128,8,6,13.83,-49.08,15,
16158642,10,5,4,52.69,-136.16,12.3
19472250,4,14,13.5,26.1,-83.1,
10308830,8,9,17,66.8,-33.2,4.3
13256213,1,8,22,47.6,-52.7,
11843052,2,26,22.17,45.75,-149.15,7.7
4702522,5,22,23.33,45.2,-87.12,
18827344,8,25,0.17,-40.72,-109.46,
8232259,8,7,8,29.69,-93.84,30.7
2628892,4,20,9,43.7,8.5,
15221581,10,7,2.88,-17.91,-164.15,27.2
5062825,1,2,21,70.4,-148.53,
17739298,12,22,6,58.35,-134.75,
8331440,10,10,8.53,-21.14,-87.03,18.3
6325334,9,10,16.67,-14.74,160.98,26.4
7568740,3,17,10,51,-13.4,11.3
7938029,7,29,14.9,41.16,-52.69,24.2
18373302,8,11,18.12,14.36,131.58,28.4
4171923,7,6,10.6,33.34,-58.23,25.1
8362263,5,11,10,35,-121,11.2
12753544,7,23,0,-41.12,157.42,14.3
17052160,12,1,15,44.79,-87.31,
9274053,9,8,23,51.91,-24.42,15.8
1215879,6,7,2,17.96,-66.24,
1654739,8,20,14,29.1,-87.9,
9620983,8,19,4,29.9,-80.6,
4782802,5,24,1.33,-54.28,164.18,8.5
3884961,1,27,6.13,35.2,-120.9,12.8
12216580,1,7,1,59.35,-53.4,2.2
11077912,2,2,9,46.78,-92.09,
16743147,1,22,9,20.45,-23.12,20.8
12062978,2,2,23.83,41.9,-124.4,10.1
18286239,2,8,1,36.67,-44.28,19
4699751,2,22,18.07,29.44,-36.33,21.2
6806957,9,25,22,34.41,-119.69,
15921892,3,28,10,-2.01,155.99,29.2
11214636,8,7,16.47,28.21,-64.75,28.8
4640801,12,20,11,48.1,-123,
12240089,4,7,12,-10.6,140.5,27
250120,7,8,4,21.37,-61.53,28.5
17373562,7,11,6,28.93,-89.41,29
14521664,3,16,18.93,19.67,-178.95,25.7
12130423,12,4,5,28.16,-82.76,
184722,10,6,4,20.02,-37.85,27.4
7302735,8,9,8.17,14.83,87,28.5
7368553,2,11,3,-2.01,155.98,29.9
1725014,7,22,3,-0.05,-170.09,28.3
12764074,9,23,15.6,23.08,144.05,28.7
3748645,3,23,7.6,35.54,-65.17,20.4
9673500,9,21,3.33,37.83,155.95,27
16224366,8,7,10.3,59.17,-52.25,9.3
11682364,1,21,5.17,-48.93,72.95,5.6
4642655,10,20,19,61.99,-55.49,6.3
17887523,11,27,20,30.71,-88.04,16.8
1844558,4,26,12,72.9,-155.89,
9367055,9,11,2,28.12,-97.02,
19305204,3,9,10,-24,152.4,26.9
8714388,4,22,1.83,24.3,-162.1,23.3
3846641,3,26,15,34.6,-76.5,
19026536,1,31,3,37.8,-122.39,
2176733,8,6,13.57,36.4,-122.2,13.9
6812092,7,25,3,44.32,-50.78,18.2
10676417,1,21,16.2,-39.65,-8.22,15.6
10306812,8,9,10,51,-13.4,16
15005747,1,31,22.52,25.74,-68.29,24.2
7590805,5,18,14.72,47.3,-122.7,
16213493,9,6,10,43.26,-77.59,
16004408,5,30,8.83,24.3,-162.1,24.5
9754500,11,23,2,27.54,-82.74,
12798644,7,24,23,42.5,7,22.2
11074355,8,2,0,51.4,148.1,
5012213,10,1,18,8.3,76.7,27.6
15703545,11,21,17,70.26,-142.72,
9955005,7,29,5,44.37,-62.51,19.8
7125041,1,4,7.83,24.3,-162,
11856683,4,26,6.67,39,-76.4,
8443884,11,14,0.27,-20.45,-173.25,26.7
15890917,12,27,15.4,30.66,156.61,19.4
7721652,10,22,14.78,-14.7,145.72,26.1
2494449,6,15,14.67,-32.4,-159.67,18.7
3289989,6,9,2,34.2,-120.4,13.2
2639349,3,20,1.58,43.53,-1.61,12.6
10728189,12,22,16,29.68,-94.99,13.8
12025949,1,1,21,44.45,-30.44,13.8
2110859,11,4,3,29.26,-89.96,
15110175,12,3,8,29.14,-83.03,
16065075,11,2,4.75,24.96,-34.12,26.1
8464307,8,14,9.83,28.5,-84.5,
16600641,4,18,18,43.34,-78.72,
12054163,10,2,17.32,22.05,118.93,28.2
7716625,4,22,6.6,13.97,-18.32,20.4
16594509,3,18,6.17,43.24,-172.16,
11456390,9,14,12.25,-8.25,-163.03,29
8542107,8,17,5,-18.56,172.29,
3422262,1,13,4,53.33,-28.54,6.6
18924052,9,28,5.4,-26.2,-128.55,21.7
7175457,5,6,18,45.5,-1.4,15.6
13150843,1,5,11.5,74.32,-5.71,-0.2
5180352,1,6,3.92,15.47,125.78,28.1
14586063,11,18,21.5,40.25,6.1,19.2
14732573,12,22,5,-9.91,-9.98,24.2
18938421,11,28,23,-27.19,69.02,22.9
9938057,10,29,12.85,37.9,-123.5,12
11584476,7,18,1.28,-12.88,-177.69,28
5595013,12,18,21,29.86,-81.27,
9176259,4,6,2.38,34.42,-165.03,15
6067913,5,2,15.42,33.9,-118.6,15.5
9207047,1,6,2,56.01,-134.13,
15310129,7,9,17,39.53,-75.81,29.2
17647733,5,19,22,45,-83.3,8.9
13499066,7,15,0,60.7,-2.6,
9668912,5,20,18,17.1,-61.8,
13573607,3,17,22,45.21,-85.55,
11884903,1,27,7.1,17.94,-67.05,
4693215,10,21,18,-55.03,-43.47,0.4
5084181,1,3,18.52,-42.77,-179.12,15.1
922268,4,29,15.7,-40.07,-169.81,17
953268,1,29,16.67,27.2,-90.3,
7024485,3,1,18,18.3,-64.9,24.6
4880379,9,27,5.83,32,-69.5,27.3
16226528,9,7,13,1.97,-170.06,28.9
15795376,11,24,0,43.34,-124.38,
6483828,9,15,21.33,-34.03,81.81,14.6
13080604,4,2,9,58,-0.3,
10863050,12,26,14,18.34,-64.92,29
9225336,2,7,19,39.54,-74.46,
11394249,5,12,23,-1.99,-179.88,28.6
2655687,11,20,11,-40.61,83.39,12.2
14579075,8,17,11.83,58.2,-138,14.1
9647373,8,20,17,41.6,-82.8,
1529921,3,17,7.17,-38.99,1.36,16.2
9770020,2,24,10.95,37.2,136.27,11.3
2948850,8,29,11,41.64,-87.14,
13027471,3,1,16,-0.18,-124.38,27.5
18797776,1,24,5,47.32,-26.38,13.7
9666214,8,20,18,19.6,-62.5,30.5
8123866,2,4,12.4,40.3,-124.7,10.9
12812965,10,25,18.55,40.3,-56.15,23.9
18408665,10,12,15.83,29.2,-94.4,25.8
11222430,5,7,16,40.08,-74.87,16.2
16789724,10,24,6.58,37.71,-41.33,22.7
12911901,11,28,21,-31.02,-114.58,20.1
16994785,10,30,6.08,24.04,-87.15,
16177523,2,5,15,-20.69,66.69,27.8
10937248,10,29,16.47,8.91,-170.58,28.4
7116117,11,4,15.67,45.99,156.87,8.3
7569607,8,18,23.15,34.68,-55.96,27.7
9331505,11,10,9,83.75,123.86,
2153909,8,5,21.1,45.36,-83.49,
313788,8,10,4,33.8,-78.5,
2940149,6,29,6,18.46,-66.12,28.9
3123035,8,4,1,38.8,-77,29.6
12634519,12,19,17,4.13,-37.9,
8703082,2,22,22.7,15.71,-147.41,24.2
8944061,10,29,21.37,-10.1,175.63,29.5
17924573,12,28,11.53,32.7,-117.4,15.5
18125025,2,3,19,37.46,131.11,9.8
16623143,9,19,1,47.27,-122.41,12
4969365,9,30,19.45,-4.61,-136.85,26.5
6657396,10,20,11,38.22,-122.03,
14165589,4,5,10.02,-32.27,-8.57,22.7
6616558,2,19,15,46.1,-124.5,8.1
165776,5,6,21,-5.04,95.1,29.7
19296628,11,9,14.67,7.02,-114.64,27.8
4889924,4,27,18,54.2,12.1,11.1
6804982,8,25,15,63.16,-29.79,13.4
2659425,10,20,10,26.8,-97.47,27
16566748,4,17,11.63,-35.31,135.82,19.7
17891413,9,27,13.2,30.24,141.84,26.3
16974907,8,29,4,84.09,-70.21,
5431348,10,13,19,-0.01,-22.99,26.5
15461012,7,14,21.73,23.67,153.27,28.8
6777639,10,24,10,42.97,-70.62,
2706558,2,22,8,36.89,-76.34,
12740748,10,23,1.68,-10.2,-173.8,29.3
9886083,10,27,21.67,38,-76.3,
12606975,12,18,16,61,1.7,
15882471,10,27,4,20.47,-95.64,28.9
9115385,1,4,15.17,21.4,-157.7,23.8
9300402,6,9,23,-12.62,-123.72,27.4
10561497,12,17,0,17.2,112.7,26
6251147,8,8,2.5,47.3,-88.6,20.2
184600,2,6,11.5,-41.02,-32.49,
9091728,12,3,23,-40.52,47.03,16.6
18745515,6,22,16.5,-27.03,47.46,22.4
13967199,3,29,15,-48.23,144.93,10.8
15183897,5,5,6,15.1,-67.5,27.8
19938809,10,28,6,25.23,-80.94,
522447,7,16,19.83,47.6,-86.6,
19902870,4,27,0.72,16.28,-26.53,21.5
15802353,5,24,1,-5.28,53.99,29.4
776756,4,24,6,45.56,-123.91,12.5
16558629,7,17,13.62,31.96,-72.59,27.7
9362510,11,11,15,59.74,-149.47,
8949789,8,29,14,62.58,-31.05,12.6
15456073,11,14,6,-32.66,112.27,18.5
3234417,7,7,8.83,45.4,-86.4,20
19033845,9,1,13,36.93,-76.01,
16434046,5,13,1.02,8.02,-107.76,28.6
2540885,9,17,11.85,-21.37,-90.33,19.3
4047127,5,2,4.67,2.45,-154.91,26.9
920038,11,28,18,44.47,-87.5,
5483018,8,15,3.5,-19.58,-36.01,24.2
15591479,7,18,22,-23.8,53.84,23.8
11354828,5,11,0.3,33.02,-65,20.8
19256637,2,7,10.17,-43.26,-137.94,16.5
18122581,3,3,3.5,-48.74,89.19,8.8
7708099,6,22,15.68,-24.25,-82.76,20.1
17602757,10,18,4.83,48.1,-87.8,7.5
10904092,2,28,8.18,33,-117.3,14.2
8876738,6,27,1,57.9,-154.3,9.5
11885778,7,27,3.33,-24.05,-101.63,20.5
8015405,6,1,18.83,51.7,-172.2,
3752831,12,23,8.83,43.5,-70.1,7.1
6791239,2,24,11,36.97,-76.11,8.1
5025224,3,1,15,-12.01,80.51,28.9
4242609,8,8,23.92,39.67,-31.02,22.6
18674116,3,20,15,54.2,-166.76,2
5608824,10,19,5.33,-36.4,64.48,14.6
403571,8,13,4.17,42.06,-159.98,
1914570,5,28,18,60.6,-152.1,
10056755,10,2,1,5.05,165.01,
1826889,1,26,1.17,-49.07,82.72,6.9
4822521,9,25,23,59.7,-149.5,
17886723,8,27,16.83,-46.43,123.83,9.3
5429466,1,13,18,39.4,-72.7,13
3158464,8,5,22,55.8,-5.5,
18981264,7,29,8.67,-14.18,-35.49,25.9
16918227,2,28,14,40.2,-73.2,6.8
1353621,4,11,9,38.9,-76.4,11.7
17905349,2,27,15,48.4,-133.9,6.8
11089148,7,3,0.67,-4.2,-171.4,29.1
3642631,9,20,3,20.76,-94.76,29.5
1404776,5,13,18,62.22,-14.69,9.3
9331167,11,10,3,47.3,-5.8,13.7
10631380,8,19,21,53.74,-36.11,13.1
18603980,6,18,1.83,33.4,-77.7,25.5
4257849,3,8,7,48.7,-123.5,
12588745,8,18,12.67,29.52,-45.24,27.6
12614062,2,19,5,25.05,-80.9,25.2
4585545,2,18,6,40.01,-75.04,
2683008,8,21,22.17,-9.24,-17.03,24.4
1871800,6,27,14.83,55.54,-19.92,13.1
9653782,6,20,7,-1.9,84,30.2
13118646,6,4,0.17,-13.47,166.44,28.1
12377180,4,11,3,27.63,-97.24,26.9
3031151,9,1,18,45.78,-84.73,
1693754,2,22,20.67,33.53,-44.47,18.3
13077969,8,2,22,29.73,-84.98,
18679,1,1,15,41.3,-72.1,9.4
10967388,6,30,13,20.87,-60.9,28.6
16769133,6,23,19.67,-29.02,77.51,19.2
4687896,12,21,12.5,27.12,-39.98,23.2
17474628,5,14,9,71.36,166.6,
10898076,12,27,13,-46.03,96.54,8.9
6784235,3,24,12,57,1.8,
4945302,10,29,18,56.5,-76.6,
17190434,2,5,19.5,-48.2,80.75,7.2
6187200,2,6,10,46.3,-72.5,
13095778,9,3,14.83,32.5,-118,21.5
5802038,11,25,1.17,29.21,-66.72,24.5
6631560,12,19,7,14.55,-55.43,27.9
3159612,11,5,15.53,-11.72,-20,23.7
19180351,1,5,18.83,35.7,-121.9,
1852950,10,26,0,38.03,-122.13,
3492243,7,15,6,47.2,-87.2,
19215781,3,6,11,46.6,-55.2,
8808459,9,25,20,21.95,-159.36,28
14778286,10,24,15.82,-43.61,33.62,9.3
13995442,4,30,11,46.9,-124.11,11.7
7342379,12,11,21.17,-47.52,140.87,10.9
2722968,5,22,7,32,-69.5,21.5
9005855,5,31,4,51.9,1.3,
17440326,2,13,22.83,24.3,-162.1,24
8651476,6,20,0.83,55.58,-154.01,8.1
16852562,3,26,5.82,-28.28,-161,23.2
19063371,9,1,21.88,41.1,-72.7,24.1
12939112,9,29,2.67,43.28,-143.91,18
13760231,9,23,15,8.49,73.11,28.7
16327698,2,10,18,-6.7,104.8,
8974875,1,30,0,27.5,-63,22.1
6331327,4,10,4,44.1,-77.1,
9676512,10,21,11.63,24.47,-33.52,26.5
5428646,12,13,4.67,-27.21,102.19,20.6
8322481,7,10,19.92,29.92,-73.6,28.3
5704310,1,22,1.87,-11.59,7.82,25.4
11699127,5,21,22.33,48.3,-123.2,
2019497,7,1,4,48.1,-123,
4329614,10,10,6,53.6,0.7,
6704014,3,22,22.7,36.6,-121.9,11.9
3960770,6,30,0.33,-43.18,35.65,
1650771,4,20,19,29.7,32.5,
1106567,6,4,4,48.4,-4.5,16.2
18841106,6,25,14,47.3,-90,
9650163,7,20,21.77,19.8,-155,25.6
19290693,3,8,19,44.37,-28.63,14
16381715,11,11,16.17,36.8,-76.3,
15621008,3,19,10.17,14.89,-61.11,25.3
17638495,10,19,7.17,79.73,-151.56,
5889256,4,27,3,34.8,-13.2,18.2
11868018,11,26,12.33,38.8,-77,
6292626,3,9,1,-15.08,-156.16,29.2
18334239,5,10,9.9,34.5,-77.3,21.8
19935343,3,28,12.17,-49.72,114.17,6.2
19547060,4,16,13,25.08,-81.1,
17419262,10,12,4,56.3,2.2,
1732985,6,23,15,7.97,156.04,29.3
4911400,10,28,15.17,31.33,-136.31,22
290225,4,9,14.67,39.2,-76.4,
15277205,8,8,4,-8.03,-95.26,24.1
9473193,9,15,6,-38.74,170.8,14
16900272,10,27,2.17,-37.56,66.56,14
13736852,9,22,10,70.9,-150.3,3.8
18963014,7,29,5.17,46.9,-91.9,21.6
15164620,9,5,19.95,12.73,152.09,29.9
10213065,3,7,19,-5.04,95.08,28.4
10406334,9,12,4,24.6,-89.1,
18014689,1,31,9.83,8.17,68.18,28
12311565,1,9,23,43.3,-10,13
6387882,1,12,16,21.1,-68.3,27
8654502,6,20,1,42.97,-82.42,
4564735,2,18,14.67,48.29,-4.97,10.8
10656946,7,20,12,49.1,-60.9,
16754430,5,23,5.28,28.42,-138.22,21.1
17994159,8,30,17,38,-76.3,27.1
11452818,2,14,19,38,-76.3,5.3
12381442,8,12,13.2,-23.83,-41.51,23.9
14256522,9,8,15.55,-18.28,-92.64,20.6
2239213,4,8,5,-47.49,-32.94,6.9
18836081,4,25,20,35.06,-45.66,20.6
12772073,4,23,6,22.8,-152,
16134228,4,4,9,58,1.4,
3844084,11,26,8,43.46,-76.51,
15777527,1,23,4,32.71,-117.17,14.5
9643708,5,20,5.17,20.55,-49.64,25.3
9394002,10,12,21,17.38,70.71,28.6
7039693,1,1,9.33,34.63,-69.67,20.5
196710,6,6,7,30.33,-87.83,
18550835,11,16,22,18.15,-65.44,
1360368,6,11,10,-8.01,-170.06,29.3
4862308,7,27,18.83,-35.81,-7.51,16
16470276,6,14,7.83,5.61,69.76,29.6
16154784,2,4,23,40.08,-74.87,4.4
14656567,11,20,23.7,15.79,152.33,29.1
10041694,5,1,3,28.9,-78.5,23.6
14744316,7,22,4.83,43.5,-70.2,
15940131,8,28,19,46.83,-87.73,
16615737,10,18,10.83,41.4,-70.2,14.8
17844654,5,25,0,41.51,-71.33,17.2
10755703,12,23,11.5,39,-76.4,
14011545,8,31,4,-2,-179.9,
11908484,6,28,9,-46.65,39.19,
15835329,8,25,21,37.34,-24.64,22.9
3019174,6,1,16.67,13.67,-52.45,27.4
16549154,10,16,17,30.31,-88.14,
19615753,3,18,0,5.09,-124.93,27.2
17308779,10,9,5.67,45.35,156.72,8.7
1383951,11,12,19,43,5.6,17.7
10033212,8,1,7,51.4,-7.9,
3729446,7,23,10.72,62.51,-40.16,8.7
13449176,8,14,1,-31.93,-20.87,18.1
18410474,11,12,9.12,33.69,159.28,21.8
5261119,3,8,6,26.3,128.7,21.6
12867835,10,26,20.67,36.8,-76.3,
10663276,2,20,10.67,-24.34,-115.23,26.6
1915298,9,28,3.17,47.3,-88.6,15.1
11380985,12,12,11.03,32.7,-117.4,16.4
17398718,10,12,16.5,26.5,-36.4,26.6
10557604,1,17,12,25.73,-80.16,18.9
14153042,4,5,23,72.72,-149.74,
3779009,11,24,14.35,37.9,-123.5,14.5
14446237,8,13,7,44.5,-79.4,22.5
17155934,7,4,9,14.6,-61.2,28.2
552115,4,17,16,-2.01,155.98,29.5
232099,10,8,7.08,-28.72,-11.93,18.5
4370596,1,12,11.33,-22.72,70.69,26.4
3189767,12,6,18,40.7,-26.4,17
10271122,2,8,12,-2.7,7.7,31
18063763,8,2,3.55,5.27,-96.49,28.1
16224402,11,7,14,-18.5,-25.1,
8455725,8,14,6.5,18.5,-66.1,
6517507,7,16,11,54.6,12.9,15
5056829,1,2,3,-1.61,90.11,28.6
18057896,11,1,4,44.5,-63.4,12.7
14062314,2,2,16,54,7.7,4
19354681,3,10,19,75.44,-140.96,
16269547,3,8,2.3,36.8,-121.9,10.2
4471414,1,15,11.33,-22.11,-137.11,
10690617,2,21,12.67,-36.52,-51.6,23.5
2406473,7,13,23.98,-23.65,-123.41,23.2
17111971,3,3,3,-13.6,-141.59,
13756907,2,23,19.07,36.4,-122.2,10.4
14725352,6,22,6.78,-42.5,-41.28,10.3
16293156,2,9,11,28.19,-82.79,19.1
17029350,11,1,19.68,-8.31,-97.19,22.8
11293740,5,9,17,54.4,-132.4,7.2
13387805,6,12,16.95,-40.65,99.25,12.3
14114107,3,3,1.83,-18.35,74.58,28.1
2033349,8,1,13,48.2,-69.5,
153918,4,5,16,28.94,-88.2,24
4068516,5,2,2.83,44.3,-67.3,6.4
17714478,3,21,4,57.1,2.2,
209285,6,7,12.67,47.28,-3.28,15
9945310,12,29,3,45.21,-85.55,
1512112,12,16,15,84.49,126.75,
2728881,2,23,9,41.71,-71.17,
281986,2,9,14,2.08,146.95,29.5
16125527,6,4,7.62,-32.24,-44.07,20.1
2894415,9,28,7.67,32.31,-147.38,
17545782,1,16,15,29.25,-90.66,
19141491,10,4,3.5,-14.43,59.9,
11491254,8,15,16,38.91,-123.71,10.8
6860293,9,26,14,70.4,-148.53,2.9
12987829,1,30,8,5,-110,26.7
19257056,3,7,21,28.21,-177.36,20.7
4292180,7,9,21.33,45.4,-85.1,21.7
300911,8,10,11.75,13.4,144.8,29.8
3816649,1,25,9.32,41,-73.6,
16683710,5,20,9,34.21,-77.8,22.5
18946403,10,28,21,61.3,-3.1,10.8
7447084,4,14,19,-4.97,-179.89,29
16349216,5,10,17,35.1,-121.7,14
2495242,3,15,5,17.5,-152.4,23.6
13976129,11,30,22.85,-5.1,-114.65,21.8
17177109,10,5,5.83,-20.14,156.68,23.1
13313103,2,9,22,53.8,8.8,-0.2
16650753,3,19,15,18.22,-67.16,27.2
4914675,1,28,14,46.56,-90.44,
12208367,4,6,0,27,-96.7,26.3
4383848,3,12,10.5,18.5,-66.1,
13627718,6,19,18,61.1,1,
17322577,2,9,10,48.7,-2.2,8.2
5790493,7,24,1.83,47.3,-88.6,19.4
14089635,12,3,23.33,-8.62,4.15,26
