id,month,day,hour,latitude,longitude,sea_surface_temp
7186749,6,6,15,-47.22,80.4,
8024761,1,1,17,-2.02,155.98,29.3
19475922,3,14,0.02,25.55,-75.62,23.7
1533374,7,17,5.28,15.54,-17.72,26.2
18514156,6,15,17,55,-13.3,12.3
5611427,4,19,0.08,18.4,-67.3,
12906755,12,28,19.42,-23.89,-88.67,21.1
14880838,2,27,19.17,9.27,87.56,28.4
9193515,9,6,6,10.1,140.1,30
17935671,10,28,0.17,37.6,-76.3,
4909677,7,28,7,36.89,-76.34,
20006934,4,30,3,49.1,-4,10.9
7030858,11,1,5.08,24.74,-34.03,26.3
14223934,9,7,1.58,-12.86,-94.6,21.6
15639138,7,19,14,37.6,-76.3,29
13714899,11,22,3.93,33.6,-118.3,17.6
11120417,3,4,13,-68.89,-100.56,
17241352,2,7,1.83,43.2,-69.1,
11725394,10,22,18.83,57.1,-177.8,
11277875,10,9,20,3.6,-7.6,
18942657,7,28,2,46.78,-92.09,
4514650,7,16,4.8,33.5,-117.8,18.9
6514802,2,16,6,29.17,-90.58,
13911227,12,28,5.45,-11.45,-123.17,26.5
15291637,7,9,22.83,-41.35,38.87,11.8
12230941,4,7,0.17,-49.71,60.26,5.2
10309416,3,9,6,2.05,-110.04,
17543260,4,16,6.83,-49.34,62.87,5.7
2701186,9,22,0.33,14.49,151.94,30.2
3742487,12,23,6.95,7.1,171.4,29.2
6700182,2,22,7.35,36.3,-122.1,11.1
9138936,8,4,19,29.44,-92.06,29.4
15621509,6,19,5,45.06,-83.43,
5930402,2,29,10,-70.73,-107.8,
10577199,2,18,15.38,10.15,-104.71,27.2
1971493,9,30,0,-2.16,-170.03,28.9
10545270,4,17,16,73.46,-127.98,
5841014,1,26,3.6,18.69,147.3,27
13105505,6,3,15.12,37,-75.8,20.1
14931443,2,28,6,55.9,-4.7,
2234308,5,8,6.98,85.44,-141.71,
594622,4,19,6.75,-32.13,-141.06,20.1
15610414,9,18,17,54,8.3,16.3
13724919,8,22,17,18.46,-66.12,29.3
9811188,12,25,3.53,63.57,-0.47,6.3
16551853,7,16,0,34.21,-77.8,29.4
11952053,5,29,9,37,-76,22.4
13832788,9,25,17,51.4,2.7,
10378329,11,12,2.17,-48.5,33.52,4.5
8433445,7,13,22,41.71,-71.17,
7024512,2,1,21.83,29.26,-48.63,21.6
8270623,4,8,20.67,-51.49,-171.44,9.4
7371861,6,12,16.2,-8.91,-172.4,29.4
6738628,1,23,13,86.29,178.54,
501545,12,16,12,34.1,-77.7,13.9
18697086,11,21,1.33,43.72,-51.85,10.6
9098600,11,3,7.83,41.13,-140.23,17.6
15594930,10,18,5.68,-10.42,-127.97,26.6
13996526,12,30,16,48.4,-133.9,7.7
16275525,3,8,13,39.1,-125.3,11
5854036,3,26,5.17,54.6,-17.02,10.3
1408583,3,13,13,59.1,-11.7,9.7
16378313,8,11,12,57.1,-7.1,
16296818,3,9,13.17,42.92,3.13,10.6
14331234,11,10,17,47.27,-91.25,
5439793,7,14,4,37.76,-45.38,24.4
16130375,2,4,3.7,-1.89,145.41,27.9
1170680,9,6,20.48,41.15,140.73,25.5
4866633,3,27,18.23,24.91,-149.15,21.9
14745162,10,23,3.53,18.15,178.75,29
2120752,5,4,20,42.88,-78.89,
12895785,11,27,0.38,30.7,-81.3,15.9
5310207,10,10,11.35,-21.65,-91.82,19.2
11814761,9,25,0,5.03,-169.99,29.5
4991573,10,31,22.17,-58.26,-70.17,4.2
7457937,3,14,19,56.4,2,
8607882,9,19,10.17,-40.86,15.2,14.4
18704936,6,21,8.83,36.8,-76.3,
18067619,7,2,3.62,37,-75.8,23.6
9001142,12,31,6,34,127.5,13
10862729,12,26,1,-0.05,-170.06,27.5
10215165,9,7,8.83,36.16,173.34,24.6
5407421,2,13,2.83,10.54,56.55,25.7
8986626,4,30,4.67,-27.54,-2.26,21.6
9148564,9,5,17.67,-10.86,-35.44,25.4
6083797,3,3,0,43.35,-124.33,
7644847,5,20,21,41.1,18.8,16
8919477,9,28,1,46.7,-3.5,17.9
10270707,5,8,21,54.28,-30.87,8.7
8475230,5,15,5.87,-19.33,-123.88,26.8
150328,2,5,1,-3.98,80.51,28.3
14120780,9,4,20.4,34.5,-77.3,28.1
12797826,3,24,12.17,-19.98,64.63,26.8
5473942,6,15,22.12,35.2,-120.9,13.9
11859296,12,26,23,19.95,-45.15,26.3
558004,5,17,3,-0.02,-94.96,26.1
3227580,2,7,9.67,-48.06,85.08,8.6
8954177,11,29,3.17,44.12,-51.06,10.8
7318518,3,10,12,33.4,-119.5,12.4
16769556,5,23,23,62.4,6,11.2
11370510,12,11,8,43.75,-87.69,3.3
11256894,1,8,12,44.5,-124.6,
3001549,8,31,21,47.66,-122.32,
7808813,11,25,16,57.47,-48.27,5.1
7734819,5,23,0.23,34.77,-75.32,27.1
13865368,10,26,10.67,-25.43,-3.15,18
10395403,5,12,22,-0.02,147,29.7
13341368,10,10,7.55,47.3,-122.7,
6216919,9,7,12,42.57,6.02,21.1
9091310,7,3,16.33,17.9,-66.5,
10285159,3,9,4.95,61.84,-34.26,5
15954026,10,29,2,42.97,-82.42,
14036774,7,1,14,42.22,-25.63,17.8
3002648,3,31,15,44.2,-124.6,9.1
18530341,5,16,20.22,5.25,-170.37,27.6
19872727,9,26,10,-9.5,-174.89,29.3
7624450,3,19,1,-4.98,-109.99,27.7
17602136,6,18,6.25,41,-73.6,
10229256,10,7,11,48.1,-123,
9076779,10,2,21.33,26.47,-36.26,27.1
14535338,11,16,8,33.5,30.5,17
5062519,7,2,15,29.26,-89.96,
5577908,12,18,13.33,-16.25,158.09,27.7
17994108,8,30,16.27,27.56,-86.69,
11788387,9,24,6,-6.03,-10,23.7
18481962,8,14,7.58,-31.97,115.4,20
13618950,8,19,7,84.74,-29.26,
2397473,5,12,16,30.2,-88.1,
11118911,3,4,19.83,-9.71,-174.51,29.2
15140256,11,4,19.83,22.2,-59.26,28.2
17210731,5,6,3,-20.9,55.3,26.4
19230115,11,7,8,-12.19,67.25,26.8
1439630,6,14,19.55,-15.36,-171.69,28.1
16690292,10,21,8.33,70.88,51.96,5.9
7747809,1,23,10.5,-49.46,105.13,7.3
554872,1,17,12.47,78.12,-124.27,
15135925,1,4,10.75,30.95,158.92,21.1
3910758,1,28,1,54,6.6,
15566028,10,17,7,39.2,-76.4,16.3
18788168,3,24,10.67,14.89,-61.11,25.6
13046208,11,1,2,29.68,-94.99,19.5
3684240,5,21,1,25.08,-81.1,
4450545,8,14,22,61.2,0.9,
9007762,3,31,8,-3.98,80.51,29.8
6184946,4,6,11.3,-10.68,-21.92,27
5752938,11,23,20.34,-43.32,147.64,13.6
1753787,9,23,15,37.1,-74.5,23.4
6608157,6,19,7.67,-46.67,100.28,
11369584,2,11,11.83,37.6,-64.3,19.9
4254505,2,8,0.87,44.26,-83.44,
7015546,8,1,22.33,79.22,-5.79,
5902934,6,28,15.42,-13.35,-88.73,23.2
4467885,10,15,20.33,25.96,-35.45,26.8
2549530,7,17,17.62,16.97,134.23,29.7
10657852,7,20,22.67,39,-76.4,
16586097,11,18,18,16.51,87.99,
2932699,5,29,19.17,-16.64,-17.49,24.3
4104158,3,3,5,56.25,-134.65,4.9
14099006,6,3,15.17,16.54,-61.41,27.7
9126968,7,4,23,41.31,-72.08,
15698349,4,21,6,27,51.7,22.6
647832,8,20,4.52,49.57,-24.17,16
16840992,7,25,15,43.6,-3.8,21.7
14373383,12,11,7,49.3,-123,
5405884,5,13,12.52,44.5,-63.4,6.5
19628229,4,19,9,-12.57,68.03,29.4
15116495,6,3,21,46.8,-91.8,11.4
16591415,11,18,7.07,16.93,-171.72,27.2
8012914,6,1,20,-30.69,106.13,19.5
18531305,11,16,20.67,-36.45,154.31,
18466674,12,14,3.27,45.2,-87.12,
15825785,3,25,11,47.28,-88.53,
19688496,6,21,5.17,-16.93,-18.87,23.6
15060886,9,2,17.83,36.6,-74.8,
12334527,4,10,3,16.49,88.02,
12716880,7,22,13.67,-7.67,-16,25.2
10553946,5,17,16,-42.9,147.3,
18299212,7,9,1.02,27.09,-141.39,22
19610824,10,18,8,-7.98,-179.85,29.8
11123084,5,4,21,4.99,-179.92,28.3
16229345,10,7,17,-39.77,-150.76,13.3
4469841,11,15,19.67,23.8,-38.29,25.4
9241468,5,7,19,57.3,20.1,6.7
5560892,10,17,0,-26.7,50.7,
8316171,5,10,2.83,-26.99,-105.13,23
12150548,8,5,19.83,-40.24,46.46,16
610303,7,19,13,54.9,-1.4,
12960932,6,29,19,-13.78,-125.3,27.2
7552593,4,17,1.67,18.3,-64.8,
12138401,4,4,5.3,21,-156.4,23.3
12333671,10,10,7,44.72,-18.23,18.7
4857062,10,26,3,29.73,-84.98,
15607886,8,18,19.4,18.4,-67.3,
3178348,4,6,19.95,-13.46,-168.51,29
14456474,3,14,16,7.96,156.03,28.9
12373192,2,11,10,2.04,-110.03,
12701969,5,21,0,2.07,146.96,29.7
18204730,4,6,7.83,43.5,-70.1,5.5
13237035,3,7,8.17,39.87,-178.6,11.2
19466841,6,14,0.47,-12.87,-137.84,28.2
10138931,8,4,7,44.6,-63.6,
17034225,2,1,9.87,-46.41,-28.01,8.4
10247925,5,8,9,43.47,-2.24,14.5
6642944,2,20,20,-48.4,-135.11,
14889856,7,27,16.92,-39.99,-0.36,11
18812577,7,24,3,40.7,-74.02,23.1
6060456,4,2,20,2.02,-139.99,26.5
16040089,8,1,14.83,18.5,-66.1,
9364938,9,11,6.08,-48.84,-47.67,8.4
14190869,11,6,21,-32.17,-1.69,
5490317,3,15,1.17,-43.23,-11.33,13.8
10312098,8,10,23.17,-41.31,5.7,10.1
14985118,7,30,19.33,-31.02,78.88,17.9
19656556,4,20,14.07,34.3,-119.8,13.3
2109542,8,4,4,34.8,-34.2,26.2
18433071,4,13,20.5,23.66,127.21,24.1
4695099,7,21,21.5,38.8,-77,
2263386,8,8,14.33,-52.33,156.54,
19140339,1,4,23.67,18.3,-64.8,
4862665,11,27,0.72,-31.58,16.33,15.4
15803644,6,24,13.73,31.85,-62.81,24.4
19432513,10,13,15.17,24.65,-40.62,26.8
9684094,3,21,4,40.14,-74.75,
2092587,7,3,9.7,16.69,133.73,29.7
5280936,4,9,17.1,-13.77,-179.37,29.1
8271464,10,8,3.3,37.8,-122.6,14.5
14225693,11,7,17.17,-43.05,57.79,
12586317,2,18,10,30,-80.5,21.1
13370859,3,11,16.5,61.1,-146.7,
2230436,4,7,13,44.6,-63.5,
1740674,5,23,3.83,22.2,-94,
9972412,12,30,8,46.8,-71.2,
18003598,5,30,4,18.34,-65.63,27.7
13708591,12,21,16,30.4,-81.43,
17299652,4,9,0.07,-10.69,-22.41,27.2
10726936,9,22,2.17,52.25,-136.55,13.9
12911309,7,28,16,40.07,4.63,24.8
13484617,6,15,9.07,-19.33,-38.49,25.5
1773800,11,24,16.5,-49.11,-39.41,5.8
12524393,3,16,21.67,27.2,-90.3,
8097688,3,3,17.67,36.2,-66.22,18.8
12229668,9,7,11,38.98,-76.48,
9009512,10,31,19,42.17,163.81,
5631790,2,20,2.1,32.33,-74.67,20.6
18229974,12,7,2.17,78.59,-147.22,
416484,6,13,7,53.7,1.1,
1710787,3,22,1.07,46.1,-124.7,8.7
13294402,1,9,10.4,18.66,132.11,26.8
18226375,6,6,20.33,33.4,-119.5,13.5
3201664,2,6,22.83,57.1,-177.8,
11293335,6,9,7.8,18.85,159.24,29.2
7112972,2,4,22.6,33.45,-156.45,17.4
18997504,12,30,6,21.58,-50.58,25.6
8708827,7,22,8.52,-7.95,-176.45,29.2
18855664,2,26,19.33,32.3,-157.5,17.6
14380763,4,11,18,18.09,-65.47,
2552892,5,17,19.33,-39,-139.12,15.8
17271715,2,8,10.67,-28.94,-123.29,23.3
18917586,12,28,21.52,35.17,-60.56,20.6
6964204,11,30,16.1,38.06,-122.26,
13750791,3,23,16.83,40.76,-32.08,15.5
8463365,6,14,10,53.5,8.6,15.7
1657082,2,20,21,60.7,-2.6,
5365703,1,11,1,45.9,-62.9,1.6
4045085,12,2,3.55,27.78,174.12,24.4
6816065,6,25,2,-9.44,-130.22,27.4
10524372,5,16,21,35.8,-75.55,23.2
6753456,8,23,17,39.81,-75.41,27.8
5343994,12,11,21.48,-15.96,168.41,28.5
4450061,1,14,14,39,-123.7,
12108690,9,3,11.83,37.8,-122.8,13.3
9095984,4,3,14,61,1.7,
6181841,9,6,13,27.68,-83.74,
2058658,12,2,18,13.5,42.5,26
4495467,8,15,8,9,-140.26,27.7
5426532,10,13,14.83,-58.48,-50.8,-0.8
19582160,5,17,16.33,48.3,-123.2,
18942658,4,28,12,46.49,-84.63,
1669619,4,21,21,61,1.7,
13541399,4,16,20,-53.09,-63.66,7.9
13825969,12,25,23.83,-49.48,-47.45,6.8
5678527,2,21,2,54.1,12,3
13294750,3,9,14,39.71,-58.89,20.1
11474501,7,14,14.18,47.8,-122.8,
17860851,8,26,4.17,-39.56,44.31,13.7
17469557,6,14,12,11.1,-17.6,
6018129,4,1,17.2,32.7,-117.4,13.6
18078433,5,2,15.17,39.2,-76.4,
13484536,12,15,15.07,-6.12,-103.54,23.5
17835892,11,25,16,40.66,-74.07,
1738297,8,23,4,27.64,-82.56,
1930892,6,29,1,-46.51,81.62,
5143949,4,5,18.12,39.22,-145.5,11.7
15926403,6,28,18,44.67,-56.66,13.3
7049164,8,2,8.17,-11.55,-35.98,25.6
14924443,4,28,3.33,-32.42,61.12,21.1
13752665,5,23,0.67,-14.74,-37.99,26.9
2200568,10,6,3,29.66,-81.22,
13246830,4,7,21,32.38,-64.68,23
1493621,8,15,21,59.6,2.2,
2385146,12,12,8,42.77,-86.21,
18389069,2,11,20.83,28.8,-86,20.5
6047869,4,2,21.42,19.67,155.82,25.6
3260261,1,8,3,48.11,-122.76,8
8197080,6,6,8.83,18.3,-64.8,
4494131,12,15,23,52.4,-4.7,9.6
16334900,11,10,4.33,73.07,14.14,6.9
9924974,6,28,5,54.8,12.8,13.2
13388230,4,12,12,58.4,0.2,
15786294,5,24,14.47,-40.13,-19.92,14.8
1406257,3,13,9,47.27,-91.25,
13726416,10,22,7,41.16,-28.34,18.6
8426812,3,13,18,14.8,-17.9,20.9
11843952,3,26,11,10.7,-17.3,21
2365724,2,12,5.5,-26.69,-155.45,24.6
6025485,4,1,19,-42.9,147.3,
16212338,12,6,11.83,16.3,-63.5,28.4
9959135,5,29,9,61.2,1.1,
17277005,2,8,3,53.4,1.7,
1852677,2,26,18,20.4,69.9,24
11768247,1,23,1,43.3,-124.4,
4017399,11,1,8.83,24.26,-35.98,26.2
12968188,5,29,15.33,-6.91,-23.97,27.5
10962865,1,29,12,19.73,-155.06,23.5
7292178,4,9,13,27.84,-97.07,25.3
18303254,8,9,18,4.9,-43.2,
7680683,10,21,1,57.7,0.7,
2429193,5,13,8,42.77,-86.2,
663837,12,21,16,-44.83,127.56,11.6
3946123,8,29,10.5,38.8,-77,
15199219,4,6,12.33,-51.28,-77.68,9
9253953,12,8,3.05,30.73,-120.37,17.2
2973233,12,30,19,46.83,-87.73,
10793994,4,24,19,45.4,-1.5,13.1
5123159,1,4,23.13,32.5,-117.4,14.7
4614424,11,19,19,27.98,-82.83,19.5
9588822,1,18,19,34.6,-120.6,
9185056,9,6,20.52,33.84,-55.58,28.4
18732490,12,22,14.13,-5.62,-118.42,24.8
19710968,2,21,12,9.6,135,29
14035010,8,1,1.5,33.7,-56.31,27.1
16052203,2,1,2.83,16.8,-81.5,26.8
9577549,9,18,11,46.02,-50.09,16.7
10730291,8,22,10,40.77,-124.22,
13388831,12,12,19.83,-48.83,148.36,9.9
7741482,11,23,0.93,-7.11,-122.39,25.7
9615052,6,19,13.5,53.99,177.73,5.2
12338270,11,10,3.82,41,-73.6,
11103332,5,3,12,-36.6,159.2,23
18928881,2,28,19,58.1,-1.4,
17870764,2,26,7,21.37,-157.96,
758703,11,24,10.5,60.59,-172.91,
5638190,1,20,2,48.7,-12.5,12.4
11537177,1,16,3.83,17,-81.7,
9072711,8,2,13.33,39.5,-76.1,
18279201,12,8,4.67,-26.29,-6.01,21.4
19400352,8,12,5,54.28,-25.71,15.5
2746190,12,23,12.07,43.7,-69.4,9.1
10413483,9,13,21.98,-28.84,-12.33,19
2493105,2,15,9,54,0.9,
12877530,6,27,19.5,45.47,-4.87,17.6
9845495,3,26,17,-16.07,55,
7669380,1,21,15,54,8.1,5.5
17390792,5,12,6.62,24.94,160.84,24.7
4335951,5,11,18,40.01,-75.04,17.3
7416600,8,13,23.17,-57.38,-42.14,
17554953,1,17,5.8,42.15,-21.34,14.7
14458497,12,14,16.1,-4.93,-114.25,24.5
13024668,7,1,17,43.3,5.3,20.8
14662732,11,20,5,45.05,-83.45,
7717021,12,22,21,48.9,-126,
2090172,2,3,18.83,33.8,-119,
1570138,6,18,21.67,-50.91,21.53,
2839053,3,26,3,37.9,-123.5,10.5
3407362,6,13,20,66.3,-18.2,
15301778,4,9,7,36.9,-75.7,
6017638,4,1,7.82,36.23,-171.21,15.2
12941172,12,29,8.05,37.5,-58.92,20.5
16026532,12,1,10.95,-14.31,-20.22,24
11323291,5,10,7.17,36.92,-24.56,18
19520216,7,15,16,39.2,-76.4,27.9
9395733,8,12,17.67,-49.73,145.92,
5457453,10,14,4.83,14.5,-53,28.5
2077783,12,3,20,81.55,136.4,
11661244,7,20,6.72,-24.74,-84.03,19.2
19044500,5,1,23,54.1,12.1,11.8
9852656,2,26,11,26.06,-97.22,
6099624,12,3,8,2.02,-179.83,28.7
16950636,2,29,1,-38.47,68.35,
7758187,6,23,5.85,46.9,-124.2,14.8
12818778,12,25,10,12.88,-144.31,25.2
10020203,6,1,10.33,-41.55,21.23,14.4
3091149,8,3,3.85,30.7,-81.3,26.9
11255550,7,8,4.17,18.5,-66.1,
17526358,7,16,3.33,38.73,-60.15,26.4
1454191,4,14,16,53.3,-6.2,
7557909,7,17,9,29.66,-81.22,
1369373,1,12,10.78,24.67,146.99,24.6
9977473,8,30,15.82,41,-73.6,
16323631,6,10,6.67,-53.44,13.04,
2829941,4,26,23,-17.1,-118.5,
11479687,10,15,22.67,16.37,92.18,29.3
13951546,4,29,18,-7.7,-145.7,29
13249028,9,8,19.42,18.83,117.9,29.6
8073163,1,2,11,50.7,-127.5,
13602027,7,18,2,43,8.5,20.6
14412804,1,12,3,19.7,-74.6,26
15176330,3,5,17.95,60.45,-7.9,9
12188803,8,6,8.8,29.82,-75.32,28.3
1152118,2,5,7,33.8,-78.5,
17347115,5,10,11,43.01,-82.42,
12781538,6,24,16.67,-27.33,93.58,20.8
12494940,5,15,21,37.8,-122.39,
10628090,9,19,21,61.1,-146.7,
19334740,2,10,7.38,23.31,-140.18,21.1
348,4,1,13,12,90,29.1
7778417,3,24,18,39,-76.4,
5230107,9,7,4,58.3,0.8,
12362311,12,11,9,0,0,
842591,8,26,22,50.1,-6.1,15.8
18215771,12,6,18,40.14,-74.75,7.7
2435022,6,14,16.87,-36.47,119.12,17.4
2595851,9,19,12.5,27.91,-82.43,29.2
935502,8,29,0,49.7,-127.9,15.4
4222027,3,7,17.67,-29.39,-7.21,24.6
1821300,12,25,6,36.98,-76.32,
5487792,11,15,17,53.22,-40.17,8.2
3902770,9,28,17,38.03,-122.13,
8439557,11,14,6.5,29.1,-88.1,
16839833,11,25,8.32,26.53,-84.64,
5035618,6,1,6,-14.27,-86.15,24
10870456,1,27,18,41.73,-87.54,
9127889,6,4,18.17,-28.06,-135.99,22.2
15260796,6,8,9.55,-5.37,179.84,29.5
5052679,10,2,17,43.8,-127.9,15.1
7158735,4,5,15.83,32.4,-119.5,
6822923,7,25,22,34.3,-76.2,
13053920,4,2,1,55.8,-5.5,
19837962,3,25,23,53.6,-131.1,6.6
5332642,1,10,18,39.81,-75.41,4.2
19383100,6,11,11,41.75,-124.18,8.4
1915454,4,28,12,17.78,-64.76,27
7476476,8,15,9.43,-18.26,-154.5,25.5
37420,11,2,8,62.61,-6.47,9.1
17970685,5,29,0,38.8,-24,19
11686004,8,21,3,45.8,-84.9,
18207588,7,6,14.03,26.51,-35.19,25.9
19334971,12,10,9.38,6.64,-79.11,27.2
6352799,5,11,4.83,-68.84,-73.51,
11225154,11,7,19.68,21.5,-157.8,25.4
210604,5,7,6,69.2,35,
10429633,6,13,10.33,47.02,-47.78,4.6
15381873,7,11,7,30.65,-88.06,30.1
19963837,2,29,0.62,-12.33,8.29,26.6
17669720,5,20,14.2,34.2,-119.4,15.4
10464929,2,14,13.33,37.2,-76.8,
10902885,6,28,11.45,27.3,-84.2,26.9
13561984,10,17,8,34.84,-47.46,24.9
15894469,5,27,16.48,36.2,-75.7,21.8
6587179,5,18,16,39.31,-75.38,
6938859,11,29,3.8,-14.42,-109.44,24.1
1869497,5,27,18,31.5,147.4,16
4008257,10,1,2,-11.1,-128.54,26.8
5846613,3,26,5,36.93,-76.01,
14877143,5,27,20.33,-42.57,-7.56,10.5
18341632,3,10,19.95,27.3,-84.2,21.7
19456180,7,13,1.83,58,-150,
5157529,1,5,10,36.89,-76.34,
3988345,10,31,0.83,23.79,-87.08,27.2
16583731,5,17,3.5,58.9,-152,
4856963,2,26,0.83,11.39,55.71,26
705278,1,22,19.67,43.63,7.23,14.6
12219206,1,7,15,2.01,-139.99,
1310833,5,10,15.67,38.6,-76.4,
1637357,8,20,14.33,-26,-131.97,21.4
1287342,9,9,9.83,-34.87,-21.12,14.8
17341426,8,10,20.5,9.91,-159.84,27.6
15508177,7,15,1,34.1,13.1,
4863004,8,27,13.83,42.4,-70.6,
17888629,3,27,14.17,-16.1,-125.84,28
12063052,2,2,1.35,34.1,-77.7,12.6
18747421,9,22,7,49.1,-5.1,19
1624775,12,19,0,35.1,-41.2,19
16529314,8,16,2.67,-43.76,41.6,
3503547,12,16,19,57.9,-5.4,
15145466,6,4,1,19.29,166.62,27.3
15841070,3,25,12,62.7,4.8,5.9
9298607,1,9,11,-47.23,84.41,11.2
18521622,2,15,7,32.37,-64.7,18.6
5747458,12,23,8.07,43.5,-67.9,9.6
8787958,5,24,2.67,39.05,-173.95,14
1065229,7,2,17.17,41.86,-80.97,
2722112,6,22,9,42.1,-86.49,
3164869,8,5,5.1,40.66,-74.07,
11141502,2,4,12,32.87,-117.26,14.3
1604715,12,19,21,57.2,2.1,
2061355,5,2,11,18.06,-65.83,
6957500,2,29,21.67,-48.52,117.05,9
4391600,7,12,2,-48.32,140.62,
10212993,8,7,14,15.6,89.73,28
3877483,4,27,4,27.1,-82.4,25.7
6192131,1,6,16,29.45,-91.34,10
8308101,1,10,0.67,37.3,174.62,13.4
17869257,5,26,22,42.36,-71.05,14.6
19763063,10,23,0.15,27.9,-123.84,21.1
9756222,7,23,1,7.95,-38.02,28.2
2691073,11,21,8,54.28,-48.6,7.4
10939048,7,29,9.83,-19.9,-85.3,
5871986,3,27,4.77,28.51,157.65,19.3
175766,5,6,5.85,36.3,-122.1,10
2862014,8,27,17.83,-18.37,-87.88,19.6
11477050,12,15,1.6,27.6,-80.2,23.8
13986708,5,30,11,61.1,1.7,
4876794,2,27,13,41.1,-72.7,4.6
15127268,6,4,4.02,18.1,145.8,29.7
8687321,9,21,3.83,30,-80.5,
7227550,10,7,22,-30.12,104.13,18.4
15856845,7,26,0.83,48.9,-141.45,12
11797550,6,24,15,41.38,-82.51,
17318783,3,9,11.17,30.13,-66.07,21.1
5695588,2,21,20,53.1,-9.5,8.7
5547446,7,17,6,27.64,-82.56,
14544234,6,16,13,37.4,-122.9,10.4
8862333,6,26,19,53.84,-143.36,8.4
2826223,1,26,9.22,18.76,173.81,27
9446005,7,14,3,-9.52,-125.01,27
9925671,12,28,14,27.07,-82.45,17.6
6520463,7,16,8.83,23.5,-154.1,24.2
18238094,4,7,8.38,27.61,-73.16,23.7
5518897,5,16,20,38.87,-77.02,21.6
9937749,4,29,2.5,44.95,-19.3,12.5
17717941,3,21,15,24.6,-81.1,
14185239,2,5,9,47.1,-90.7,
6323563,8,10,23,64.5,-165.43,10.5
15331161,6,10,12,48.46,-122.47,
16734277,12,22,19.35,-7.75,-125.29,26.2
15356304,6,11,0,29.4,-84.8,27.1
7321308,10,10,7.83,34.6,-72.6,26.8
15947997,8,29,15.33,5.37,-44.2,29.7
11582967,6,18,15.87,6.78,-172.81,28.1
13626860,1,19,14,21.3,-20.9,20.2
7272186,10,8,21,49.6,-1.6,16.7
10927550,7,28,0,69,3,11.3
4823537,3,25,2,29.2,-94.4,22.9
16651371,4,20,20.93,17.36,-85.17,28
11385835,11,12,17.33,-45.18,-171.19,11.2
7287530,5,9,21.2,37.91,-122.37,
11443805,6,14,0.02,34.21,-40.84,22.7
6661051,3,20,12.83,44.32,-8.31,12.5
19538659,2,16,21,39.09,-75.44,
3469345,12,15,15.27,29.54,-57.82,23.4
1013510,3,1,8.7,41.44,-23.65,14.9
3856633,5,26,5.17,44.6,-124.3,
4588189,7,18,8,38.03,-122.13,
563739,4,18,2,3.97,89.59,29.8
6677222,12,21,11,-5,-95,23.4
4742102,10,23,1,43.5,-82.1,12.9
10928918,1,28,9,27.82,-97.2,18.8
11483769,4,15,8.98,8.52,-102.32,28.9
13527681,12,16,8.83,42.8,-124.8,11.4
1642085,11,20,18.17,37,-76,
7566020,10,17,4.6,27.6,-80.2,27.1
572300,6,18,11.83,56.3,-148,7.9
4122093,1,4,14,-32.79,-21.15,22.4
13803450,10,24,7,-25.28,-44.93,
15384970,1,11,1,38.06,-122.04,10
15301004,1,9,22.87,36.9,-75.7,9.6
18064923,1,2,0.58,18.4,-67.3,
17757857,11,23,14.26,41.83,8.15,18.1
12569333,6,17,3.17,47.3,-122.7,
14736894,3,22,1.5,26.2,-97.1,20.3
6119470,4,4,11.33,-57.87,-49.72,2.5
12459204,9,14,19,-31.51,74.48,
594111,11,19,4,37.49,-0.62,17.9
14956686,8,29,6.1,45.36,-83.49,
12020583,12,1,8,-31.99,1.54,
7879931,10,27,14,39.62,-17.76,19.9
6150303,8,5,15,-3.99,80.5,29.3
12916384,8,28,12.3,34.2,-34.92,26.5
16677034,1,20,5,56.01,-134.13,
7987505,11,30,10.67,-17.63,54.82,27.1
13100097,7,3,14,42.96,-26.01,18
18152340,9,4,8.5,-31.24,-155.51,17.1
5974535,3,30,12,27.7,-92.4,24.2
6301098,3,9,2,48.1,-122.7,7.4
16278412,3,8,13.35,28.4,-80.5,20.9
10187539,1,6,9.27,-24.31,-156.48,25.6
8179581,3,6,13.35,37.8,-122.8,9.7
12774934,9,24,3.4,25.36,-35.14,27.1
19378793,12,11,15,-53.58,131.07,5.2
18253457,5,7,20.83,30,-80.5,25.7
17470271,3,14,19,50.4,-13.4,12.1
5096932,11,3,0.7,-43.84,34.45,8.4
18162699,8,5,17.67,-9.84,-14.79,24.8
17951398,12,29,19.72,-11.69,-171.96,29.4
4645319,11,20,22.83,17.5,-152.4,25.1
18284970,10,8,23.67,81.9,-127.37,
266797,11,9,16.83,28.8,-86,24.8
12327175,5,10,15,-25.28,-44.93,
6829161,1,25,3,4.85,137.28,29.4
17235105,2,7,13,57.3,1.6,
10802183,12,24,14,30.93,-15.87,21
32914,3,1,1,-2.3,7.6,28
12097850,11,3,0.83,45.4,-82.8,8.9
14132809,10,4,20.97,36.77,-54.61,25.3
12237767,11,7,0,26.05,-81.7,
1849705,3,26,2,29.1,-83,
1423471,12,13,7,59.6,2.2,7.5
19809769,11,24,15.63,-8.73,-97.46,22.9
8134540,8,4,18,36.3,-8.2,20
14333003,7,10,21.5,18.3,-64.8,
13593894,6,18,0,41.7,17.3,
8579143,2,18,20,0.01,-9.86,27.9
3701824,2,22,16.67,37.53,151.66,13.6
5981437,5,30,21.33,-11.83,86.35,30.4
7895497,7,27,4.33,-49.97,-33.96,
7806294,6,25,13.67,47.28,-3.28,15.5
