,id,month,day,hour,latitude,longitude,sea_surface_temp
8276,404988,8,13,19.0,5.01,-139.95,28.1
2534,16626343,11,19,4.0,-18.04,-139.94,27.8
9409,4080335,4,3,4.67,40.95,-139.94,10.2
8144,18103853,10,3,15.0,-5.01,-139.93,16.14
3938,14683906,11,21,13.67,49.64,-139.92,8.6
5025,17654603,7,20,6.67,34.52,-139.88,8.656666666666666
2245,19050620,1,1,3.0,52.9,-139.8,6.0
461,8447758,4,14,20.0,59.55,-139.73,5.1
2305,19158027,12,4,14.0,59.55,-139.73,5.9
8588,12748164,5,23,0.0,59.55,-139.73,7.1
7422,4250375,5,8,6.27,-33.66,-139.65,19.1
3489,11148761,1,5,15.4,-21.9,-139.64,27.2
1455,18626231,11,19,4.0,-14.72,-139.64,27.9
6968,2006276,7,1,3.63,27.48,-139.58,22.8
7649,1753697,2,23,19.0,55.52,-139.52,5.0
4021,11260414,1,8,6.0,-48.39,-139.49,19.333333333333332
3415,9910308,6,28,17.15,27.38,-139.47,21.2
9507,18282964,10,8,3.0,53.14,-139.45,11.2
5948,16752044,11,23,5.9,-17.73,-139.44,27.9
8275,18333328,10,10,11.0,53.2,-139.3,11.2
6759,12607900,1,18,20.0,54.22,-139.28,5.1
7541,928417,9,29,18.08,-20.99,-139.23,24.7
4326,15750492,2,23,4.45,37.4,-139.22,15.7
5578,2552892,5,17,19.33,-39.0,-139.12,15.8
2046,12162386,3,5,14.57,-32.7,-139.12,21.9
9821,9328152,1,10,11.27,3.93,-139.04,26.2
8306,13380464,9,11,10.5,49.45,-138.92,13.7
6767,12488030,12,15,15.0,56.09,-138.91,6.3
3901,12936133,12,28,1.0,53.9,-138.9,6.4
7125,5431580,8,13,20.0,53.9,-138.9,12.6
7936,1621747,1,19,9.0,53.9,-138.9,5.0
9423,13741449,6,22,21.0,53.9,-138.9,8.8
9185,14191908,12,6,23.45,-19.45,-138.79,28.7
7282,14054083,6,2,2.48,8.84,-138.68,26.8
5056,9013861,6,1,23.48,8.86,-138.61,26.8
9140,12083358,12,3,8.0,55.83,-138.54,7.6
369,2563844,1,18,0.82,5.96,-138.52,26.4
1143,17887189,9,27,2.0,-17.24,-138.51,26.9
2449,14268323,3,8,12.0,12.1,-138.5,27.0
7935,3372249,1,12,3.33,28.29,-138.37,18.9
6346,19158929,11,4,12.0,43.0,-138.3,15.0
3474,15126060,11,4,20.0,-14.89,-138.26,27.6
8171,7179317,1,6,0.77,28.96,-138.26,18.8
1713,7526211,10,16,18.0,54.02,-138.26,11.4
640,15252927,1,7,5.17,-41.29,-138.23,14.1
8766,5434597,8,14,19.25,-16.9,-138.22,26.2
3106,16754430,5,23,5.28,28.42,-138.22,21.1
4058,11793345,9,24,3.0,48.01,-138.21,15.2
442,19660835,4,20,1.92,-34.54,-138.07,19.3
2911,14579075,8,17,11.83,58.2,-138.0,14.1
3422,9408571,9,13,23.83,58.2,-138.0,12.3
3691,13467977,3,14,23.83,58.2,-138.0,5.0
3977,16114946,2,3,17.83,58.2,-138.0,5.1
4274,17466669,1,14,9.83,58.2,-138.0,8.32
5060,7689297,7,21,17.83,58.2,-138.0,12.3
7468,1654099,11,20,23.83,58.2,-138.0,6.9
8902,15382338,9,11,4.83,58.2,-138.0,12.87
9033,1611600,2,19,9.0,58.2,-138.0,5.0
2988,19256637,2,7,10.17,-43.26,-137.94,16.5
5521,19466841,6,14,0.47,-12.87,-137.84,28.2
6232,12043190,11,1,11.0,-15.03,-137.8,27.1
4286,14800921,12,24,1.0,54.67,-137.79,6.6
2610,10676696,7,21,23.33,-36.63,-137.78,14.8
9416,16712624,9,21,23.0,52.68,-137.77,13.1
3408,10908109,2,28,23.05,-31.97,-137.68,22.4
939,17427266,4,13,15.23,28.88,-137.65,18.8
1788,18972967,12,29,2.17,57.54,-137.59,6.9
7947,7211674,3,7,15.07,28.03,-137.5,18.8
770,7067305,10,2,16.83,40.8,-137.5,18.9
1518,10297096,9,9,0.83,40.8,-137.5,13.925
6579,17280438,9,8,1.83,40.8,-137.5,14.625
9145,13632912,7,19,7.83,40.8,-137.5,13.790000000000001
9630,6389366,5,12,19.0,40.8,-137.5,11.1
9785,7491800,4,15,14.83,40.8,-137.5,10.4
9965,18900901,7,27,9.83,40.8,-137.5,15.631666666666666
8376,16332854,11,10,6.83,-16.17,-137.4,27.5
8395,17093515,9,3,6.0,51.36,-137.4,13.2
20,14847878,6,26,7.42,-32.98,-137.36,17.8
5047,3389383,10,12,12.17,51.53,-137.36,12.1
4406,14275682,1,8,15.33,-21.56,-137.35,17.383333333333333
158,13382099,8,12,7.33,-35.96,-137.3,15.7
4560,16815971,6,25,5.67,-33.03,-137.28,17.7
334,14554423,5,17,3.0,-19.9,-137.19,27.8
8367,15034219,4,1,7.75,-36.32,-137.15,18.8
4865,16723366,3,22,6.23,-36.26,-137.13,19.4
269,11026087,4,1,0.2,-36.33,-137.11,19.0
3170,4471414,1,15,11.33,-22.11,-137.11,18.82
6093,7692084,6,21,6.0,73.11,-137.1,20.103333333333335
8299,3269317,12,9,13.27,-12.82,-136.91,27.9
3507,8176748,6,6,6.0,57.8,-136.9,9.0
2941,4969365,9,30,19.45,-4.61,-136.85,26.5
1075,901831,6,28,23.17,-59.73,-136.83,18.266666666666666
5248,9101835,12,3,12.0,53.14,-136.82,7.7
354,4315696,10,10,11.0,50.96,-136.79,12.5
1661,7775582,3,24,11.28,-25.78,-136.65,26.0
7856,8231302,11,7,14.0,58.21,-136.63,14.166666666666666
8609,5395180,12,12,19.0,52.5,-136.6,8.0
5557,10726936,9,22,2.17,52.25,-136.55,13.9
7650,17532889,9,16,21.17,-33.1,-136.45,16.9
1215,15390092,9,12,12.0,-15.79,-136.41,26.2
7112,2220328,9,7,5.0,58.19,-136.34,12.0
3090,4911400,10,28,15.17,31.33,-136.31,22.0
7139,18247933,11,7,10.0,26.3,-136.3,25.0
2746,2876672,2,27,23.92,47.6,-136.2,6.0
2784,16158642,10,5,4.0,52.69,-136.16,12.3
3448,6449872,2,14,12.0,-35.44,-136.1,20.8
856,2469893,2,15,5.0,50.9,-136.1,6.3
1315,14604814,3,18,17.0,50.9,-136.1,5.7
3342,9820307,11,25,15.0,50.9,-136.1,8.1
3375,1028851,8,1,22.0,50.9,-136.1,12.7
4175,4629114,1,19,22.0,56.6,-136.1,6.4
5014,18258900,6,7,9.83,56.6,-136.1,12.85
8553,5841969,11,26,14.17,57.3,-136.06,7.6
5754,9127889,6,4,18.17,-28.06,-135.99,22.2
6671,9088273,2,3,11.75,-36.06,-135.9,20.1
2256,7879635,5,27,7.0,58.46,-135.89,17.85
9390,14349579,8,10,21.0,58.46,-135.89,20.69
9394,443827,3,14,23.0,58.46,-135.89,18.19
3770,19318529,7,9,13.17,-26.9,-135.86,21.5
8976,1031725,11,1,12.17,31.4,-135.86,21.8
327,13283669,12,9,4.0,54.92,-135.79,7.2
9144,8971323,11,30,12.6,-28.3,-135.72,21.7
9109,4978062,8,30,11.0,53.9,-135.7,15.133333333333335
7653,281595,11,9,15.0,50.5,-135.67,9.2
2095,16392609,11,12,1.0,54.07,-135.55,9.7
1391,16583368,3,17,17.33,-33.62,-135.35,21.2
8298,19790396,1,24,14.67,9.1,-135.35,25.7
23,17944979,12,28,4.0,50.35,-135.35,7.6
3446,267261,6,9,7.0,57.05,-135.34,15.649999999999999
4057,15441248,2,13,12.17,-35.41,-135.29,20.8
524,5982958,11,30,0.0,51.19,-135.27,8.8
4894,8051634,4,2,12.95,42.52,-135.25,9.8
2269,11514986,4,16,12.32,-11.98,-135.22,29.1
359,11050872,11,2,3.0,57.78,-135.22,15.9
363,14940304,12,28,22.0,57.78,-135.22,18.26666666666667
6876,8747858,7,23,6.0,57.78,-135.22,21.08888888888889
1184,886741,1,27,22.0,58.97,-135.22,18.41851851851852
6390,787000,10,24,9.0,58.97,-135.22,19.258024691358028
6530,2620776,8,19,12.0,58.97,-135.22,19.69135802469136
8291,9526272,5,16,1.0,58.97,-135.22,20.853580246913584
9322,16453055,12,13,22.0,58.97,-135.22,21.340592592592593
9923,3073809,8,3,17.83,-27.32,-135.21,20.0
3536,15843191,6,25,12.17,-15.14,-135.14,26.9
5525,6642944,2,20,20.0,-48.4,-135.11,18.960148148148146
5041,497056,2,16,11.83,-70.47,-135.1,18.365037037037034
7188,11410961,12,13,17.0,53.72,-135.01,7.6
1005,1895505,5,28,7.17,-55.76,-135.0,14.481296296296295
4827,15118621,4,3,14.0,58.41,-134.95,16.109266666666667
7675,8990720,6,30,7.0,58.41,-134.95,16.43176049382716
4213,13156188,5,5,12.0,38.8,-134.9,13.0
6129,4566171,6,18,22.17,-15.77,-134.81,27.1
4711,2407436,4,13,2.5,-31.34,-134.76,20.3
1612,10792616,12,24,1.0,58.35,-134.75,20.133333333333336
2795,17739298,12,22,6.0,58.35,-134.75,18.108333333333338
8824,9979396,5,30,21.0,72.37,-134.72,13.928333333333333
306,10984447,9,30,6.0,56.25,-134.65,11.36166666666667
1064,95450,3,3,15.0,56.25,-134.65,4.9
1970,11328219,4,10,19.0,56.25,-134.65,6.2
5479,4104158,3,3,5.0,56.25,-134.65,4.9
6652,7371269,5,11,21.0,56.25,-134.65,6.2
9176,16583527,9,17,22.0,56.25,-134.65,7.6
8308,16708957,11,21,8.28,56.39,-134.64,5.925000000000001
6059,1546161,9,17,12.0,58.3,-134.6,6.18125
6477,9304652,1,9,3.0,58.3,-134.41,6.1765625
7434,16451218,11,13,23.0,58.3,-134.41,5.0
8863,564134,1,18,20.0,58.3,-134.41,6.889453125
9966,6735548,6,23,10.0,58.3,-134.41,7.0665039062499995
4040,5150593,11,5,14.0,58.3,-134.4,10.2
6875,16180282,10,5,3.0,69.1,-134.4,7.713989257812499
7905,5945123,9,29,5.0,80.32,-134.37,7.920123291015624
8294,17191305,11,5,7.0,48.3,-134.3,11.766822509765626
1588,16114411,2,3,1.0,54.2,-134.3,6.7
1385,13262490,12,8,17.0,58.2,-134.26,13.171736450195313
4532,2604094,9,19,8.0,-14.71,-134.25,26.3
2038,7633600,4,19,3.0,56.01,-134.13,16.46793411254883
2890,9207047,1,6,2.0,56.01,-134.13,16.94793411254883
5901,16677034,1,20,5.0,56.01,-134.13,17.70317364501953
6218,2039063,12,2,15.22,32.18,-134.1,19.7
6474,5631604,11,20,0.17,54.17,-134.09,9.1
1636,11125846,9,4,20.83,-22.93,-134.08,11.920634729003904
1255,14844302,12,26,4.0,70.28,-134.0,10.80343912150065
3013,17905349,2,27,15.0,48.4,-133.9,6.8
3869,11172943,4,5,10.0,48.4,-133.9,6.3
4762,519990,11,16,19.0,48.4,-133.9,11.0
5380,13996526,12,30,16.0,48.4,-133.9,7.7
5985,1248932,1,8,17.0,48.4,-133.9,7.8
6002,17749841,8,22,22.0,48.4,-133.9,15.3
8713,16909076,9,27,13.0,48.4,-133.9,15.6
8797,19079903,11,2,5.0,48.4,-133.9,12.5
9080,9135964,4,4,16.0,48.4,-133.9,6.3
3564,16919197,11,28,20.83,-24.15,-133.8,11.239999999999998
625,3510001,8,16,15.0,54.07,-133.73,14.0
819,4703538,5,22,0.0,50.5,-133.7,7.8
3768,18622017,11,18,2.0,57.27,-133.63,11.013333333333334
787,4472538,6,15,7.0,57.3,-133.6,10.937777777777777
3578,258041,7,8,18.0,57.3,-133.6,9.917037037037035
4114,6084397,4,3,0.0,57.3,-133.6,10.622716049382715
6109,15309389,9,9,5.0,57.3,-133.6,10.492510288065843
6393,8399449,3,12,5.0,57.3,-133.6,14.333065843621398
9202,14777890,8,23,0.0,57.3,-133.6,15.43707304526749
9316,11079796,5,2,21.0,57.3,-133.6,16.512529835390946
1917,2036888,3,2,19.48,-25.17,-133.59,26.3
6552,18323086,3,9,14.0,-46.75,-133.53,17.52992057613169
4051,12382098,4,12,7.67,33.5,-133.5,16.0
7020,4316114,7,10,18.0,-19.72,-133.43,19.22598411522634
5294,10116263,5,4,19.67,-42.8,-133.4,13.4
4759,12080825,9,2,21.0,-23.9,-133.4,20.045196823045266
8296,12510754,1,16,18.73,-31.18,-133.22,22.9
6716,6422823,6,13,16.33,-30.54,-133.21,22.70903936460905
5304,3339192,4,11,22.35,-18.44,-133.11,28.7
314,3623733,8,19,13.0,52.7,-133.1,23.62180787292181
807,12152524,3,5,5.63,-12.15,-133.03,28.5
3598,10618650,9,19,22.0,53.3,-133.0,21.42436157458436
2007,4476123,7,15,18.0,41.59,-132.99,15.3
653,9396312,8,12,13.0,69.4,-132.9,18.33739359576406
6846,4631838,10,20,6.0,52.32,-132.86,11.0
7175,13914045,9,28,11.0,-11.11,-132.84,26.8
1664,8461987,1,14,23.0,52.5,-132.7,7.0
945,11461732,9,14,8.0,56.06,-132.7,12.7
3823,10859689,9,26,0.0,56.06,-132.7,11.983333333333334
8038,15782002,6,24,12.17,-45.21,-132.6,9.1
2739,8940035,11,29,10.0,49.19,-132.55,9.6
1859,1057389,1,2,17.0,54.4,-132.4,6.7
3178,11293740,5,9,17.0,54.4,-132.4,7.2
4723,8553048,5,17,18.0,54.4,-132.4,7.4
5244,14148523,4,4,17.0,54.4,-132.4,6.0
8885,10757413,12,23,4.0,54.4,-132.4,6.7
9844,10172193,12,5,13.0,54.4,-132.4,7.4
7132,934718,11,29,12.75,-8.56,-132.3,26.9
7413,3609388,5,19,23.0,73.3,-132.11,19.48333333333333
9008,2397632,10,12,8.0,-10.43,-131.99,27.3
5796,1637357,8,20,14.33,-26.0,-131.97,21.4
2767,7788495,7,24,19.0,-8.52,-131.71,27.2
8522,18261744,6,8,14.7,-17.09,-131.69,27.2
4853,8261621,6,8,9.0,55.33,-131.63,10.5
6806,18142881,7,4,12.0,55.33,-131.63,11.9
7622,15145041,5,4,21.0,55.33,-131.63,7.4
8500,4458952,1,14,5.0,55.33,-131.63,5.5
8835,11922871,10,28,19.0,55.33,-131.63,7.9
858,12335252,8,10,23.0,-9.6,-131.53,27.5
771,17986927,9,30,21.0,-15.51,-131.48,26.2
3867,4347114,4,11,17.32,-32.11,-131.22,22.3
1430,18673239,10,20,14.0,51.8,-131.2,10.0
4014,12065473,11,2,8.0,51.8,-131.2,9.1
9019,19245546,11,7,4.0,51.8,-131.2,9.3
9021,19486789,1,14,22.0,51.8,-131.2,7.2
8241,4491932,12,15,15.0,55.1,-131.18,13.883333333333333
4544,8476097,10,15,5.32,-28.57,-131.16,20.0
6744,2761847,5,24,10.45,-28.87,-131.12,23.5
1232,3887254,8,27,16.0,53.6,-131.1,14.2
1704,18859319,6,26,20.0,53.6,-131.1,10.5
1777,18220807,11,6,0.0,53.6,-131.1,8.7
1798,6473534,8,15,16.0,53.6,-131.1,13.8
2233,7657865,12,20,22.0,53.6,-131.1,7.7
3617,9862930,3,26,0.0,53.6,-131.1,6.6
5760,19837962,3,25,23.0,53.6,-131.1,6.6
6226,127117,10,4,8.0,53.6,-131.1,11.0
6908,13941274,4,29,8.0,53.6,-131.1,7.4
7052,16446909,7,13,7.0,53.6,-131.1,12.7
7279,2364918,12,11,14.0,53.6,-131.1,7.8
9146,14496854,7,15,6.0,53.6,-131.1,12.9
2438,11397452,4,12,12.0,-17.71,-131.04,28.8
6903,18811097,6,24,4.47,-16.43,-131.02,27.0
2249,153099,1,5,1.0,46.1,-131.0,9.8
2653,15072493,1,2,15.83,46.1,-131.0,21.75
3411,4843441,5,26,23.0,46.1,-131.0,10.5
729,19106640,8,3,11.0,-14.65,-130.96,26.4
6935,5338994,4,11,13.0,-19.88,-130.95,28.0
9879,8115655,6,4,19.0,-18.23,-130.87,27.3
1918,4130959,6,4,8.0,-18.19,-130.85,27.3
3659,15892063,5,27,13.0,48.9,-130.7,27.359999999999996
9532,13154505,12,5,0.43,-7.3,-130.56,26.8
8274,10104331,6,3,6.2,-15.09,-130.55,27.4
1639,711516,3,22,4.83,42.6,-130.5,20.392
2683,1556586,2,17,17.83,42.6,-130.5,10.1
5276,18938001,4,28,3.0,42.6,-130.5,10.3
7433,9623645,8,19,6.83,42.6,-130.5,18.065333333333335
7566,13277409,9,8,20.83,42.6,-130.5,18.2
8702,16910218,8,27,21.0,-9.76,-130.32,27.1
492,3020004,1,1,1.77,-33.92,-130.29,22.3
5587,6816065,6,25,2.0,-9.44,-130.22,27.4
1174,19951312,12,29,13.45,-27.78,-130.2,24.9
2570,10591638,12,18,15.0,80.23,-130.2,22.674999999999997
7275,4465183,6,14,0.0,31.1,-130.0,16.1
1552,1132502,1,4,9.83,38.0,-130.0,17.835
2155,11521008,4,16,7.83,38.0,-130.0,16.422
2737,1255482,3,8,6.0,38.0,-130.0,12.6
6771,13504708,5,15,11.83,38.0,-130.0,12.9
7934,13124325,5,4,0.83,38.0,-130.0,13.970333333333334
545,1911393,2,28,9.17,-27.14,-129.93,25.1
871,8756128,11,23,18.0,50.9,-129.9,9.4
1113,2839639,2,26,9.0,50.9,-129.9,7.4
1114,2157860,12,5,18.0,50.9,-129.9,9.2
1651,5453109,1,14,23.0,50.9,-129.9,7.7
2437,16568779,11,17,18.0,50.9,-129.9,9.6
4668,5361945,8,11,3.0,52.4,-129.8,15.6
9710,15905679,6,27,21.0,52.4,-129.8,10.6
9221,15638049,6,19,20.0,-9.67,-129.71,27.2
6381,14745888,3,23,23.92,-27.92,-129.66,24.4
8637,5458654,10,14,23.0,50.11,-129.66,12.2
8949,7925345,9,28,18.0,44.3,-129.6,17.1
4253,12647771,6,20,3.42,-29.25,-129.52,21.7
9450,12474774,8,14,17.0,-22.87,-129.52,22.5
7037,15769735,5,23,3.83,38.1,-129.5,14.8
6914,7030875,2,1,20.0,53.1,-129.5,6.8
8077,11578124,12,18,15.43,-28.11,-129.49,24.0
1689,15134009,3,4,0.63,18.2,-129.44,20.8
7420,3406146,8,13,10.0,-10.76,-129.35,27.3
29,18938045,9,28,22.5,-21.62,-129.3,21.18
8412,19514286,11,15,4.33,-28.83,-129.13,22.0
2529,12339344,10,10,20.0,52.8,-129.1,11.8
7841,1603905,4,19,9.0,53.1,-129.1,21.846666666666668
6262,13258121,12,8,0.85,-25.87,-129.08,25.1
1712,9521328,6,16,23.88,-12.35,-129.04,27.7
6807,15295514,6,9,6.5,-25.02,-128.93,23.3
7200,6848754,7,26,12.0,-14.37,-128.82,26.3
1239,1394825,4,12,12.0,51.4,-128.8,8.2
3371,8597831,12,18,23.0,51.4,-128.8,14.319999999999999
3449,18696377,11,21,3.0,51.4,-128.8,12.42
4039,16726874,2,22,4.0,51.4,-128.8,7.3
4548,16909850,2,27,13.0,51.4,-128.8,6.5
5990,5601061,7,19,8.0,51.4,-128.8,11.9
6117,11230139,11,7,3.0,51.4,-128.8,6.5
9910,4890876,12,27,6.0,51.4,-128.8,9.35
759,1049502,1,2,11.0,52.5,-128.8,10.49
7699,11070999,1,2,15.0,52.5,-128.8,10.290000000000001
1905,8945983,5,29,0.0,53.8,-128.8,12.5
2632,4655647,6,20,12.0,53.8,-128.8,12.2
6223,10033488,7,1,17.0,53.8,-128.8,10.7
8964,19899463,1,27,10.0,53.8,-128.8,5.8
4193,4624005,1,19,10.0,52.5,-128.7,12.64
7551,10804525,4,25,0.0,-19.37,-128.67,15.073333333333332
7026,14504179,6,15,3.0,42.4,-128.6,12.8
2878,18924052,9,28,5.4,-26.2,-128.55,21.7
5784,4008257,10,1,2.0,-11.1,-128.54,26.8
909,13684697,4,21,5.0,-19.27,-128.46,21.84
6754,6504238,11,16,4.07,24.88,-128.35,20.6
7731,6176660,10,6,20.33,81.94,-128.23,23.528000000000002
6349,6008009,5,31,17.0,-15.06,-128.2,27.3
6974,7820745,10,25,3.33,-27.36,-128.13,21.1
9632,2781958,4,24,23.0,72.26,-128.13,21.705599999999997
6927,12504412,3,15,3.0,26.7,-128.1,18.0
4341,3271789,7,9,4.55,-33.41,-128.05,18.6
5358,10545270,4,17,16.0,73.46,-127.98,23.0676
5379,15594930,10,18,5.68,-10.42,-127.97,26.6
1600,12397971,10,12,23.27,-9.99,-127.95,26.8
3480,18953346,12,29,13.4,-8.78,-127.94,26.7
9963,19952641,12,29,8.38,-8.79,-127.92,26.7
5756,5052679,10,2,17.0,43.8,-127.9,15.1
1504,13566835,8,17,13.0,49.7,-127.9,13.7
5745,935502,8,29,0.0,49.7,-127.9,15.4
7744,17035935,7,1,15.0,49.7,-127.9,12.9
7799,11382211,10,12,12.0,49.7,-127.9,12.0
8324,19324245,7,9,11.0,49.7,-127.9,14.0
2018,8990336,12,30,17.0,50.9,-127.9,14.239999999999998
4186,4171546,10,6,15.0,50.9,-127.9,14.508
8616,9265567,3,8,4.0,51.6,-127.9,8.9
1158,1528957,9,17,4.67,-22.29,-127.88,23.4
8068,11696092,12,21,16.33,83.63,-127.72,17.002
2069,752426,6,23,10.17,-57.11,-127.67,17.6255
6869,17660363,8,20,11.63,-25.57,-127.55,21.2
9811,4321750,11,10,23.0,50.4,-127.5,18.609166666666667
5726,8073163,1,2,11.0,50.7,-127.5,20.858666666666664
8399,1559513,1,17,19.0,50.7,-127.5,21.666958333333334
5918,18284970,10,8,23.67,81.9,-127.37,23.026958333333333
5103,1470716,5,15,3.58,-22.5,-127.23,26.0
464,7544051,7,17,3.5,-20.4,-127.17,24.69878333333333
3386,12183536,3,6,4.87,-16.16,-127.13,28.0
4998,3794901,7,25,17.83,-51.07,-126.95,24.849797222222218
4485,9546288,2,17,2.17,-30.51,-126.88,24.8
6956,7016331,7,1,23.18,15.27,-126.88,24.9
4276,14723384,10,22,14.75,25.39,-126.86,20.7
792,1572499,9,18,3.33,-24.76,-126.84,22.2
3674,16297195,10,9,7.0,-25.18,-126.74,23.0
256,17165295,11,5,16.17,-26.91,-126.49,22.0
1731,17002726,10,30,11.33,84.07,-126.39,20.666666666666668
8201,17330704,8,10,13.95,-22.21,-126.37,23.2
4528,13823516,9,25,12.65,24.71,-126.31,20.6
558,18560210,8,17,12.0,49.3,-126.3,13.0
1911,7642723,2,20,0.17,-30.29,-126.23,24.3
6020,1062971,6,2,9.0,49.4,-126.2,20.240000000000002
573,6135298,12,4,19.33,82.0,-126.16,19.05666666666667
8730,18820830,6,25,14.0,-7.52,-126.1,27.3
6175,746198,3,23,1.0,33.7,-126.1,16.0
3906,11539022,6,16,22.0,49.1,-126.1,13.5
782,5395932,2,12,21.0,48.8,-126.0,7.8
831,12912161,6,28,15.7,48.8,-126.0,13.6
1029,14198982,5,6,2.7,48.8,-126.0,10.6
3937,10777820,5,24,15.2,48.8,-126.0,10.7
6423,1044040,9,2,12.2,48.8,-126.0,13.5
6994,5571696,10,18,17.2,48.8,-126.0,10.2
8465,13702404,3,21,16.0,48.8,-126.0,7.4
9272,9901560,11,28,1.2,48.8,-126.0,11.2
5692,7717021,12,22,21.0,48.9,-126.0,16.740000000000002
4514,19798236,5,24,11.5,-10.99,-125.94,27.1
1218,18866152,8,26,18.25,13.35,-125.9,27.8
1534,14796564,10,24,9.0,44.8,-125.9,23.88
810,1267026,9,9,11.0,49.1,-125.9,26.695
7781,8539102,10,17,4.5,82.34,-125.9,23.335
9758,13952878,12,29,14.5,83.69,-125.9,22.442
5801,17888629,3,27,14.17,-16.1,-125.84,28.0
3338,4133894,12,4,4.83,45.9,-125.8,10.3
4143,5329294,4,10,9.83,45.9,-125.8,17.640333333333334
4477,2051168,11,2,3.83,45.9,-125.8,13.9
6726,9889056,3,27,22.0,45.9,-125.8,7.9
7749,16612763,10,18,4.0,-25.74,-125.74,23.3
474,3499863,5,16,18.62,-15.76,-125.71,27.0
4259,15817278,8,25,14.5,-22.02,-125.66,22.0
7775,3028806,9,1,0.58,-22.08,-125.65,21.2
6554,10712976,9,22,2.55,26.24,-125.63,20.0
3316,1558764,3,17,4.0,38.6,-125.6,10.9
8071,9400850,3,12,13.0,39.5,-125.6,11.0
4306,19837092,6,25,12.0,-13.06,-125.39,27.1
7361,5001553,8,31,11.38,-23.84,-125.3,22.2
5509,12960932,6,29,19.0,-13.78,-125.3,27.2
9624,8642586,12,20,16.47,28.13,-125.3,19.0
5381,16275525,3,8,13.0,39.1,-125.3,11.0
5857,16734277,12,22,19.35,-7.75,-125.29,26.2
8360,10111844,3,3,22.67,-26.99,-125.23,25.6
572,19397041,9,12,21.29,43.38,-125.23,14.2
589,5117498,3,4,10.53,47.92,-125.17,8.3
9493,1143396,11,5,4.0,48.5,-125.1,20.833333333333332
6748,13669332,3,20,16.67,-30.52,-125.07,23.5
3239,4648457,5,20,15.5,-18.74,-125.05,26.5
3308,10174812,9,5,9.0,1.96,-125.05,26.9
670,12186311,9,6,19.0,1.97,-125.05,26.9
8909,10635185,5,19,5.0,8.03,-125.04,28.0
9085,4311807,4,10,2.0,8.03,-125.03,27.3
2726,19289720,12,8,3.0,8.04,-125.03,27.6
5847,9446005,7,14,3.0,-9.52,-125.01,27.0
9579,6138832,8,4,0.0,8.02,-125.01,28.3
1925,344761,11,11,12.0,8.03,-125.01,27.7
9356,18386980,11,11,5.0,8.03,-125.01,27.7
8034,3318843,7,10,4.0,8.02,-125.0,28.7
415,11935930,6,29,15.0,49.9,-125.0,15.5
1289,18116297,10,3,3.0,49.9,-125.0,11.2
1581,4216256,7,7,17.0,49.9,-125.0,17.7
7476,9353523,7,11,5.0,49.9,-125.0,20.2
8707,619503,6,19,6.0,49.9,-125.0,15.2
9483,14462254,8,14,12.0,49.9,-125.0,16.3
9536,13927481,12,28,14.0,49.9,-125.0,7.2
1203,6893505,12,27,22.0,-7.99,-124.99,26.3
1938,3028751,8,1,3.0,-7.99,-124.99,26.6
2223,9700481,7,21,4.0,-7.99,-124.99,26.7
6547,10816590,9,25,17.0,-7.99,-124.99,25.5
9139,5394652,4,12,7.0,-7.99,-124.99,28.0
1373,15391893,2,12,4.0,-7.98,-124.99,26.5
9938,10650179,2,20,5.0,-7.97,-124.99,27.5
4319,3286394,7,9,12.17,-25.83,-124.97,22.4
592,14688807,4,21,11.0,5.09,-124.94,27.6
284,7947037,1,29,8.0,5.07,-124.93,26.0
3138,19615753,3,18,0.0,5.09,-124.93,27.2
4119,4324619,4,10,4.0,-2.05,-124.9,28.0
271,2719866,7,22,10.0,42.4,-124.9,13.8
4312,15106246,12,3,22.0,-5.04,-124.88,25.4
6362,12351528,9,11,3.47,27.75,-124.88,19.1
7678,10550869,10,17,23.0,-5.05,-124.87,25.7
2730,18894268,12,27,5.0,-5.04,-124.87,25.2
5881,13527681,12,16,8.83,42.8,-124.8,11.4
325,12575034,9,17,17.4,40.3,-124.7,13.0
789,10199953,9,6,8.4,40.3,-124.7,14.1
1193,12892566,7,27,19.4,40.3,-124.7,11.1
1528,9708407,12,22,21.4,40.3,-124.7,11.7
2919,8123866,2,4,12.4,40.3,-124.7,10.9
4043,14726060,5,22,19.9,40.3,-124.7,11.9
6484,10258493,3,8,12.4,40.3,-124.7,8.4
6860,15289950,11,9,20.4,40.3,-124.7,12.0
7465,5639138,6,20,9.9,40.3,-124.7,7.9
7515,2468344,9,15,17.9,40.3,-124.7,12.6
8001,19040694,2,1,13.4,40.3,-124.7,10.8
8168,17466886,7,14,8.9,40.3,-124.7,14.7
9401,10547142,1,17,18.0,40.3,-124.7,10.4
9703,14702723,7,21,13.9,40.3,-124.7,11.8
82,12051725,9,2,3.93,46.1,-124.7,17.0
811,4766576,11,24,23.43,46.1,-124.7,11.5
1397,3347470,4,11,14.57,46.1,-124.7,9.6
3635,878720,3,27,2.07,46.1,-124.7,8.7
3925,18417047,10,12,20.43,46.1,-124.7,13.2
4071,17802182,11,24,19.43,46.1,-124.7,11.5
4209,2144702,7,5,18.07,46.1,-124.7,16.2
5568,1710787,3,22,1.07,46.1,-124.7,8.7
6350,7295984,1,9,3.57,46.1,-124.7,9.6
7216,5502925,3,16,14.07,46.1,-124.7,8.5
215,9160251,11,5,10.83,47.3,-124.7,12.6
